titulo,preco,bairro,area,quartos,banheiros,vagas,finalidade,fonte,link
Casa no centro bairro Vila Eduardo 3 quartos 1 suite closet,500000.0,Sao Jose,120.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-centro-bairro-vila-eduardo-3-quartos-1-suite-closet-1510577395
Casa no Cond. Sol Nascente Orla,1700000.0,Pedra Do Bode,197.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-cond-sol-nascente-orla-1496166460
Apartamento disponível para venda no Edf. Chateau Duvalier,549000.0,Maria Auxiliadora,70.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-disponivel-para-venda-no-edf-chateau-duvalier-1510346892
"Apartamento à venda no Edf. Romanne, 4 quartos, orla, Petrolina-PE",1250000.0,Atras Da Banca,180.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-edf-romanne-4-quartos-orla-petrolina-pe-1510326855
"Apartamento à venda no Edf. Chateau Lafite, Orla, 3 quartos, varanda, Petrolina",1600000.0,Sao Jose,135.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-edf-chateau-lafite-orla-3-quartos-varanda-petrolina-1510318531
Casa à Venda no Bairro Cajueiro - Juazeiro/BA,430000.0,Dom Avelar,115.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-cajueiro-juazeiro-ba-1509699923
Apartamento semi mobiliado com três quartos à venda no bairro Jatobá em Petrolina,350000.0,Jatoba,68.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-semi-mobiliado-com-tres-quartos-a-venda-no-bairro-jatoba-em-petrolina-1509395093
"Casa à venda, Bairro Colinas do Rio, 3 quartos, piscina, gourmet, Petrolina",650000.0,Cohab Sao Francisco,200.0,1,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-bairro-colinas-do-rio-3-quartos-piscina-gourmet-petrolina-1509357925
"Casa à venda no Cond. Alphaville, 3 quartos, gourmet, Petrolina-PE",1600000.0,Boa Esperanca,300.0,1,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-alphaville-3-quartos-gourmet-petrolina-pe-1509357509
"Casa Térrea Moderna com Área Gourmet, Churrasqueira e Suíte com Closet",810000.0,Loteamento Recife,137.0,2,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-terrea-moderna-com-area-gourmet-churrasqueira-e-suite-com-closet-1509314018
"Casa 4 quartos, 2 suites com closets, no Condomínio Água Viva, Petrolina-PE",2200000.0,Pedra Do Bode,283.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-4-quartos-2-suites-com-closets-no-condominio-agua-viva-petrolina-pe-1509269361
CASA PARA VENDA EM EXCELENTE LOCALIZAÇÃO - 06 QUARTOS - ORLA,2000000.0,Sao Jose,360.0,4,3,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-em-excelente-localizacao-06-quartos-orla-1509224768
Dom Avelar,260000.0,Dom Avelar,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/dom-avelar-1509167761
Dom Avelar,270000.0,Dom Avelar,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/dom-avelar-1509167621
"Casa em condominio à venda, 4 quartos, 1 suíte, 2 vagas, CONDOMINIO AGUA VIVA - Petrolina/",2500000.0,Centro,450.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-4-quartos-1-suite-2-vagas-condominio-agua-viva-petrolina-1508990864
CASA PARA VENDA- ALTO DA BOA VISTA,450000.0,Sao Goncalo,80.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-alto-da-boa-vista-1508407608
Casa para venda com 3 quartos e suíte no Bairro Dom Avelar - Petrolina/PE,240000.0,Sao Jose,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-com-3-quartos-e-suite-no-bairro-dom-avelar-petrolina-pe-1508310141
CASA À VENDA!,200000.0,Dom Avelar,100.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-1508188483
"Casa Alto Padrão, 5 quartos 4 suites, Condomínio Gran Ville, Orla Petrolina-PE.",6200000.0,Centro,800.0,5,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-alto-padrao-5-quartos-4-suites-condominio-gran-ville-orla-petrolina-pe-1508058786
Imóvel para venda tem 50 metros quadrados com 2 quartos em Vila Mocó - Petrolina - PE,280000.0,Vila Moco,50.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-tem-50-metros-quadrados-com-2-quartos-em-vila-moco-petrolina-pe-1507657453
"Casa à venda no Bairro Dom Avelar, 03 quartos, churrasqueira, Petrolina-PE",380000.0,Antonio Cassimiro,125.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-dom-avelar-03-quartos-churrasqueira-petrolina-pe-1507109350
Casa Residencial à venda em Petrolina-PE (Bairro Jardim São Paulo) | 2 quartos,215000.0,Jardim Sao Paulo,52.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-residencial-a-venda-em-petrolina-pe-bairro-jardim-sao-paulo-2-quartos-1505859932
DUPLEX DE ESQUINA A VENDA - 04 QUARTOS - VILA MOCÓ - ACABAMENTO ALTA QUALIDADE,790000.0,Vila Moco,135.0,4,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/duplex-de-esquina-a-venda-04-quartos-vila-moco-acabamento-alta-qualidade-1504938372
Casa de Luxo no Portal das Águas | 5 Suítes | Piscina | Alto Padrão | 491m²,5800000.0,Centro,500.0,5,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-luxo-no-portal-das-aguas-5-suites-piscina-alto-padrao-491m-1506623356
Casa em Condomínio à Venda em Petrolina | Alto Padrão,2300000.0,Loteamento Recife,248.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-em-petrolina-alto-padrao-1506545426
"Casa 3 quartos, 1 suite, à venda no Loteamento Stella Márcia, Petrolina",410000.0,Dom Avelar,156.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-3-quartos-1-suite-a-venda-no-loteamento-stella-marcia-petrolina-1506545362
** SONHO DE CASA NO CONDOMÍNIO ECO SPA! **,1800000.0,Centro,462.0,4,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/sonho-de-casa-no-condominio-eco-spa-1506425854
CASA PARA VENDA PARK JATOBA - 03 QUARTOS,430000.0,Jatoba,200.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-park-jatoba-03-quartos-1506424529
**Uma Oportunidade Incrível: Casa de Alto Padrão Disponível para Venda!,2250000.0,Centro,201.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/uma-oportunidade-incrivel-casa-de-alto-padrao-disponivel-para-venda-1506423948
Casa à Venda  Bairro Alto do Cocar | Petrolina/PE,859000.0,Alto Do Cocar,140.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-bairro-alto-do-cocar-petrolina-pe-1506201461
Casa Alto Padrão | Buona Vita | Petrolina  169m² construídos | Terreno 200m²,1040000.0,Centro,202.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-alto-padrao-buona-vita-petrolina-169m-construidos-terreno-200m-1505958483
BUONA VITA | CASA NOVA | PROJETO IMPONENTE,1250000.0,Centro,202.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/buona-vita-casa-nova-projeto-imponente-1505950686
"Casa 3 quartos, 1 suite, à venda Loteamento Boa Vista, Jatoba, Petrolina-PE",350000.0,Jatoba,125.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-3-quartos-1-suite-a-venda-loteamento-boa-vista-jatoba-petrolina-pe-1505903999
"Casa Residencial à venda em Petrolina-PE (Bairro Jardim São Paulo) | 2 quartos, 52m² por R",215000.0,Jardim Sao Paulo,52.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-residencial-a-venda-em-petrolina-pe-bairro-jardim-sao-paulo-2-quartos-52m-por-r-1505859906
"Casa Residencial à venda em Petrolina-PE (Bairro Jardim São Paulo) | 2 quartos, 52m² por R",215000.0,Jardim Sao Paulo,52.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-residencial-a-venda-em-petrolina-pe-bairro-jardim-sao-paulo-2-quartos-52m-por-r-1505859907
CASA NOVA PETROLINA,210000.0,Cohab Sao Francisco,72.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nova-petrolina-1505752865
"Casa à venda no Cond Sol Nascente Etapas, 6 quartos, Piscina, Gourmet, Petrolina",2600000.0,Cidade Universitaria,410.0,2,5,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-sol-nascente-etapas-6-quartos-piscina-gourmet-petrolina-1505339826
"Casa à venda no Cond Sol Nascente Etapas, 5 quartos, Piscina, Gourmet, Petrolina",2250000.0,Cidade Universitaria,250.0,1,5,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-sol-nascente-etapas-5-quartos-piscina-gourmet-petrolina-1505339501
"Casa à venda no bairro Areia Branca, 4 quartos, varanda, Petrolina-PE",950000.0,Areia Branca,235.0,3,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-areia-branca-4-quartos-varanda-petrolina-pe-1505339274
CASA MODERNA NO BONAVITA | 3 QUARTOS  PISCINA  PRONTA PRA MORAR,1100000.0,Centro,207.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-moderna-no-bonavita-3-quartos-piscina-pronta-pra-morar-1505335207
Casa nova no Condomínio Buona Vita | Petrolina,1100000.0,Centro,209.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nova-no-condominio-buona-vita-petrolina-1505334616
Casa Alto Padrão | Buona Vita | Petrolina,990000.0,Centro,205.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-alto-padrao-buona-vita-petrolina-1505334078
CASA MODERNA NO BONAVITA | PÉ DIREITO ALTO + PISCINA,1020000.0,Centro,205.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-moderna-no-bonavita-pe-direito-alto-piscina-1505333403
CASA A VENDA - 03 QUARTOS - VILA MOCÓ ACABAMENTO ALTA QUALIDADE,850000.0,Vila Moco,160.0,3,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-03-quartos-vila-moco-acabamento-alta-qualidade-1504938382
DUPLEX DE ESQUINA A VENDA - 04 QUARTOS - VILA MOCÓ - ACABAMENTO ALTA QUALIDADE,850000.0,Vila Moco,135.0,4,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/duplex-de-esquina-a-venda-04-quartos-vila-moco-acabamento-alta-qualidade-1504938373
Casa de 1° andar pronta para morar no Condomínio Buona Vita #3 suítes #áreagourmetcompisci,1200000.0,Centro,210.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-1-andar-pronta-para-morar-no-condominio-buona-vita-3-suites-areagourmetcompisci-1504925939
"Descubra o seu novo lar no Condomínio Buona Vita, um dos mais modernos e desejados da cida",1150000.0,Centro,211.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/descubra-o-seu-novo-lar-no-condominio-buona-vita-um-dos-mais-modernos-e-desejados-da-cida-1504924160
Imóvel para aluguel e venda com 150 metros quadrados com 3 quartos,1200000.0,Cidade Universitaria,150.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-aluguel-e-venda-com-150-metros-quadrados-com-3-quartos-1504650561
"Apartamento à venda no Edf. Gabriela, 3 quartos, planejados, Petrolina",485000.0,Vila Moco,106.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-edf-gabriela-3-quartos-planejados-petrolina-1504280993
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Carneiro - Petrolina/PE",241900.0,Fernando Idalino,50.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-2-quartos-1-suite-1-vaga-carneiro-petrolina-pe-1504207619
CASAS NO BAIRRO COSME DAMIÃO,240000.0,Portal Da Cidade,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casas-no-bairro-cosme-damiao-1469205992
Casa no Bairro Dona Alexandrina,380000.0,Dona Alexandrina,125.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-bairro-dona-alexandrina-1474419392
CASA JARDIM AMAZONAS,290000.0,Jardim Amazonas,120.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-jardim-amazonas-1496579850
"Casa em condomínio à venda, 3 quartos, 1 vaga, PARQUE PETROLINA - Petrolina/PE",240000.0,Topazio,,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-3-quartos-1-vaga-parque-petrolina-petrolina-pe-1504019798
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Carneiro - Petrolina/PE",388900.0,Fernando Idalino,68.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-carneiro-petrolina-pe-1503941216
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Carneiro - Petrolina/PE",274900.0,Fernando Idalino,51.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-2-quartos-1-suite-1-vaga-carneiro-petrolina-pe-1503941098
"Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, Carneiro - Petrolina/PE",313900.0,Fernando Idalino,67.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-3-quartos-1-suite-1-vaga-carneiro-petrolina-pe-1503941097
"Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, Carneiro - Petrolina/PE",318900.0,Fernando Idalino,67.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-3-quartos-1-suite-1-vaga-carneiro-petrolina-pe-1503940898
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Carneiro - Petrolina/PE",391900.0,Fernando Idalino,68.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-carneiro-petrolina-pe-1503940906
"Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, Carneiro - Petrolina/PE",318900.0,Fernando Idalino,68.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-3-quartos-1-suite-1-vaga-carneiro-petrolina-pe-1503940910
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Carneiro - Petrolina/PE",273900.0,Fernando Idalino,50.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-2-quartos-1-suite-1-vaga-carneiro-petrolina-pe-1503940879
CASA ALTO PADRÃO NO PARK JATOBÁ,1150000.0,Centro,336.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-alto-padrao-no-park-jatoba-1503690733
Casa no Cond. Sol Nascente Orla,2200000.0,Pedra Do Bode,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-cond-sol-nascente-orla-1499182584
Apartamento. venda,800000.0,Centro,94.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-venda-1503125246
"2 casas à venda na Areia Branca com 3 quartos, gourmet, Petrolina",1700000.0,Areia Branca,375.0,4,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/2-casas-a-venda-na-areia-branca-com-3-quartos-gourmet-petrolina-1502409219
"Casa à venda no Cond. Água Viva, 4 quartos, gourmet, piscina, Petrolina",1500000.0,Centro,245.0,1,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-agua-viva-4-quartos-gourmet-piscina-petrolina-1502409195
"Casa à venda no bairro Areia Branca, 2 quartos, gourmet, Petrolina",550000.0,Areia Branca,105.0,1,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-areia-branca-2-quartos-gourmet-petrolina-1502409058
"Casa 3 quartos, 2 suites, à venda no Condomínio Buona Vita, Petrolina",1100000.0,Loteamento Recife,134.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-3-quartos-2-suites-a-venda-no-condominio-buona-vita-petrolina-1501867418
"Casa à venda no Loteamento Recife, 3 quartos, sendo um suite, Petrolina",450000.0,Loteamento Recife,232.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-loteamento-recife-3-quartos-sendo-um-suite-petrolina-1501208225
Casa Bela Vista  (João de Deus),280000.0,Joao De Deus,102.0,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-bela-vista-joao-de-deus-1461157995
Casa no Stela Márcia (Padre Cícero),420000.0,Dom Avelar,156.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-stela-marcia-padre-cicero-1438424742
"Casa à venda no Condomínio Prime, Cidade Universitária, Petrolina",1200000.0,Cidade Universitaria,130.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-prime-cidade-universitaria-petrolina-1500383135
Casa a venda no Stela Marcia,430000.0,Dom Avelar,119.0,2,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-stela-marcia-1500327119
"Casa à venda no bairro Nossa Sra. de Fátima, 2 quartos, Petrolina-PE",190000.0,Pedro Raimundo,51.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-nossa-sra-de-fatima-2-quartos-petrolina-pe-1500206659
"Casa à venda no bairro Portal da Cidade, 3 quartos, Petrolina-PE",280000.0,Sao Goncalo,90.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-portal-da-cidade-3-quartos-petrolina-pe-1500204867
Loteamento Vila Nova I,260000.0,Loteamento Recife,70.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/loteamento-vila-nova-i-1499995466
"Casa à venda no bairro Vila Eduardo, 3 quartos, Gourmet, Petrolina-PE",1200000.0,Vila Eduardo,180.0,1,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-vila-eduardo-3-quartos-gourmet-petrolina-pe-1499914123
"Casa à venda no Bairro São José com 3 quartos, sendo 2 suítes, PETROLINA - PE",790000.0,Sao Jose,169.0,3,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-sao-jose-com-3-quartos-sendo-2-suites-petrolina-pe-1499579769
Casa de Luxo no Portal das Águas | 5 Suítes | Piscina | Alto Padrão | 491m²,5800000.0,Centro,505.0,5,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-luxo-no-portal-das-aguas-5-suites-piscina-alto-padrao-491m-1499553949
Casa Alto Padrão no Portal das Águas | 6 Quartos | Vista Rio São Francisco | 1.900m²,4000000.0,Centro,1904.0,5,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-alto-padrao-no-portal-das-aguas-6-quartos-vista-rio-sao-francisco-1-900m-1499528714
COLINAS BELLA VISTA | CASA MODERNA COM PISCINA + GOURMET,1100000.0,Centro,279.0,3,4,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/colinas-bella-vista-casa-moderna-com-piscina-gourmet-1499524057
Casa à venda Condomínio Buona Vita 3 quartos 1 suite e closet - Petrolina,1100000.0,Loteamento Recife,140.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-condominio-buona-vita-3-quartos-1-suite-e-closet-petrolina-1499277865
"Apartamento 3 quartos 2 suites à venda no Edf. Chateau Lafite, na ORLA 1 - Centr",1900000.0,Centro,140.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-3-quartos-2-suites-a-venda-no-edf-chateau-lafite-na-orla-1-centr-1499277898
"Casa à venda no bairro Atrás da Banca, 04 suítes, terreno 600m, Petrolina",1380000.0,Atras Da Banca,367.0,4,5,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-atras-da-banca-04-suites-terreno-600m-petrolina-1498962990
"Casa à venda no Cond. Buona Vita, 3 suítes, planejados, Petrolina",1350000.0,Loteamento Recife,160.0,3,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-buona-vita-3-suites-planejados-petrolina-1498962561
Casa no Cond. Buona Vita,1150000.0,Boa Esperanca,200.0,3,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-cond-buona-vita-1497349898
Apartamento Edf Rio Ipanema 3 quartos 2 suítes à venda - Orla Petrolina,900000.0,Atras Da Banca,110.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-edf-rio-ipanema-3-quartos-2-suites-a-venda-orla-petrolina-1498866743
** Seu Lar dos Sonhos no Condomínio Portal das Águas! **,2500000.0,Centro,804.0,3,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/seu-lar-dos-sonhos-no-condominio-portal-das-aguas-1498617111
Sua Nova Casa dos Sonhos em Petrolina te Aguarda!,215000.0,Antonio Cassimiro,68.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/sua-nova-casa-dos-sonhos-em-petrolina-te-aguarda-1498409393
Casa no Condominio flor de Algodão,290000.0,Cohab Sao Francisco,49.0,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-condominio-flor-de-algodao-1498283446
Imóvel para venda possui 200 metros quadrados com 3 quartos em Boa Esperança - Petrolina -,1100000.0,Boa Esperanca,200.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-possui-200-metros-quadrados-com-3-quartos-em-boa-esperanca-petrolina-1487460369
"Imóvel pronto para negociar  Casa no Areia Branca, Petrolina - PE, Nº 36, 2 quartos, 117,4",494585.0,Areia Branca,117.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-pronto-para-negociar-casa-no-areia-branca-petrolina-pe-n-36-2-quartos-117-4-1498139936
Viva com Mais Amplitude 3 Quartos sendo 1 suíte em 109m²,485000.0,Maria Auxiliadora,109.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/viva-com-mais-amplitude-3-quartos-sendo-1-suite-em-109m-1497968417
Oportunidade de viver com conforto e qualidade no Portal das Águas!,2900000.0,Centro,700.0,4,4,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/oportunidade-de-viver-com-conforto-e-qualidade-no-portal-das-aguas-1497775044
** Seu Lar dos Sonhos no Condomínio Portal das Águas! **,2500000.0,Centro,940.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/seu-lar-dos-sonhos-no-condominio-portal-das-aguas-1497773714
PORTAL DAS ÁGUAS | CASA IMPECÁVEL COM 600m² | 4 SUÍTES | ALTO PADRÃO,2500000.0,Centro,701.0,4,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/portal-das-aguas-casa-impecavel-com-600m-4-suites-alto-padrao-1497755591
**Vendo Casa no Condomínio Alphaville **  **Localização Privilegiada:**,1800000.0,Centro,462.0,4,3,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-no-condominio-alphaville--localizacao-privilegiada-1497750048
Casa no Condomínio Sol Nascente Orla,2100000.0,Pedra Do Bode,200.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-condominio-sol-nascente-orla-1496056880
**Anúncio: Oportunidade Imperdível no Buona Vita!**,1650000.0,Centro,200.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/anuncio-oportunidade-imperdivel-no-buona-vita-1497522683
CASA NOVA COM PISCINA  CONDOMÍNIO BUONA VITA | PETROLINA,1100000.0,Centro,205.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nova-com-piscina-condominio-buona-vita-petrolina-1497159478
